[s]	[mv]	[s]	[mv]	[s]	[mv]	[s]	[mv]	[s]	[mv]		[s]	v	[s]	v	[s]	v	[s]	v	[s]	v
1.5978	-56.462	1.5978	-58.53	1.5978	-56.498	1.5978	-53.132	1.5978	-55.874											
1.5979	-56.446	1.5979	-58.536	1.5979	-56.656	1.5979	-53.201	1.5979	-55.814											
1.598	-56.528	1.598	-58.53	1.598	-56.623	1.598	-53.178	1.598	-55.854											
1.5981	-56.413	1.5981	-58.516	1.5981	-56.626	1.5981	-53.195	1.5981	-55.89											
1.5982	-56.521	1.5982	-58.553	1.5982	-56.672	1.5982	-53.257	1.5982	-55.874											
1.5983	-56.528	1.5983	-58.576	1.5983	-56.64	1.5983	-53.303	1.5983	-55.91											
1.5984	-56.511	1.5984	-58.654	1.5984	-56.64	1.5984	-53.221	1.5984	-55.916											
1.5985	-56.505	1.5985	-58.635	1.5985	-56.702	1.5985	-53.254	1.5985	-55.907											
1.5986	-56.485	1.5986	-58.612	1.5986	-56.758	1.5986	-53.264	1.5986	-55.953											
1.5987	-56.488	1.5987	-58.562	1.5987	-56.794	1.5987	-53.237	1.5987	-55.972											
1.5988	-56.482	1.5988	-58.658	1.5988	-56.748	1.5988	-53.251	1.5988	-55.985											
1.5989	-56.505	1.5989	-58.664	1.5989	-56.833	1.5989	-53.182	1.5989	-56.068											
1.599	-56.587	1.599	-58.641	1.599	-56.814	1.599	-53.175	1.599	-56.084											
1.5991	-56.574	1.5991	-58.74	1.5991	-56.827	1.5991	-53.096	1.5991	-56.087											
1.5992000000000002	-56.498	1.5992000000000002	-58.743	1.5992000000000002	-56.817	1.5992000000000002	-53.284	1.5992000000000002	-56.206											
1.5993000000000002	-56.61	1.5993000000000002	-58.668	1.5993000000000002	-56.751	1.5993000000000002	-53.264	1.5993000000000002	-56.294											
1.5994000000000002	-56.643	1.5994000000000002	-58.746	1.5994000000000002	-56.81	1.5994000000000002	-53.182	1.5994000000000002	-56.331											
1.5995000000000001	-56.623	1.5995000000000001	-58.727	1.5995000000000001	-56.876	1.5995000000000001	-53.188	1.5995000000000001	-56.288											
1.5996000000000001	-56.6	1.5996000000000001	-58.697	1.5996000000000001	-56.817	1.5996000000000001	-53.267	1.5996000000000001	-56.347											
1.5997000000000001	-56.597	1.5997000000000001	-58.723	1.5997000000000001	-56.942	1.5997000000000001	-53.152	1.5997000000000001	-56.308											
1.5998	-56.551	1.5998	-58.74	1.5998	-56.853	1.5998	-53.182	1.5998	-56.367											
1.5999	-56.62	1.5999	-58.71	1.5999	-56.899	1.5999	-53.168	1.5999	-56.301											
1.6	-56.672	1.6	-58.786	1.6	-56.896	1.6	-53.136	1.6	-56.35											
1.6001	-56.61	1.6001	-58.73	1.6001	-56.899	1.6001	-53.159	1.6001	-56.37											
1.6002	-56.623	1.6002	-58.769	1.6002	-56.886	1.6002	-53.182	1.6002	-56.413											
1.6003	-56.695	1.6003	-58.855	1.6003	-56.955	1.6003	-53.234	1.6003	-56.495											
1.6004	-56.633	1.6004	-58.769	1.6004	-56.932	1.6004	-53.241	1.6004	-56.455											
1.6005	-56.603	1.6005	-58.822	1.6005	-57.041	1.6005	-53.205	1.6005	-56.462											
1.6006	-56.62	1.6006	-58.904	1.6006	-56.945	1.6006	-53.251	1.6006	-56.534											
1.6007	-56.679	1.6007	-58.858	1.6007	-56.971	1.6007	-53.274	1.6007	-56.57											
1.6008	-56.656	1.6008	-58.822	1.6008	-57.073	1.6008	-53.126	1.6008	-56.649											
1.6009	-56.692	1.6009	-58.792	1.6009	-57.1	1.6009	-53.155	1.6009	-56.607											
1.601	-56.692	1.601	-58.809	1.601	-57.037	1.601	-53.257	1.601	-56.584											
1.6011	-56.672	1.6011	-58.773	1.6011	-56.978	1.6011	-53.241	1.6011	-56.597											
1.6012000000000002	-56.653	1.6012000000000002	-58.786	1.6012000000000002	-57.07	1.6012000000000002	-53.3	1.6012000000000002	-56.587											
1.6013000000000002	-56.643	1.6013000000000002	-58.779	1.6013000000000002	-57.037	1.6013000000000002	-53.353	1.6013000000000002	-56.515											
1.6014000000000002	-56.669	1.6014000000000002	-58.694	1.6014000000000002	-57.123	1.6014000000000002	-53.297	1.6014000000000002	-56.567											
1.6015000000000001	-56.722	1.6015000000000001	-58.773	1.6015000000000001	-57.142	1.6015000000000001	-53.247	1.6015000000000001	-56.58											
1.6016000000000001	-56.722	1.6016000000000001	-58.809	1.6016000000000001	-57.024	1.6016000000000001	-53.241	1.6016000000000001	-56.524											
1.6017000000000001	-56.692	1.6017000000000001	-58.947	1.6017000000000001	-57.165	1.6017000000000001	-53.27	1.6017000000000001	-56.597											
1.6018000000000001	-56.728	1.6018000000000001	-58.796	1.6018000000000001	-57.152	1.6018000000000001	-53.198	1.6018000000000001	-56.62											
1.6019	-56.643	1.6019	-58.75	1.6019	-57.172	1.6019	-53.208	1.6019	-56.659											
1.602	-56.702	1.602	-58.829	1.602	-57.211	1.602	-53.198	1.602	-56.643											
1.6021	-56.735	1.6021	-58.832	1.6021	-57.195	1.6021	-53.201	1.6021	-56.669											
1.6022	-56.774	1.6022	-58.861	1.6022	-57.198	1.6022	-53.198	1.6022	-56.669											
1.6023	-56.732	1.6023	-58.842	1.6023	-57.182	1.6023	-53.168	1.6023	-56.768											
1.6024	-56.748	1.6024	-58.829	1.6024	-57.152	1.6024	-53.188	1.6024	-56.755											
1.6025	-56.699	1.6025	-58.858	1.6025	-57.211	1.6025	-53.185	1.6025	-56.827											
1.6026	-56.751	1.6026	-58.852	1.6026	-57.366	1.6026	-53.231	1.6026	-56.866											
1.6027	-56.738	1.6027	-58.773	1.6027	-57.241	1.6027	-53.31	1.6027	-56.804											
1.6028	-56.82	1.6028	-58.769	1.6028	-57.372	1.6028	-53.257	1.6028	-56.804											
1.6029	-56.843	1.6029	-58.832	1.6029	-57.323	1.6029	-53.284	1.6029	-56.824											
1.603	-56.804	1.603	-58.822	1.603	-57.369	1.603	-53.264	1.603	-56.856											
1.6031	-56.791	1.6031	-58.871	1.6031	-57.343	1.6031	-53.326	1.6031	-56.902											
1.6032000000000002	-56.728	1.6032000000000002	-58.944	1.6032000000000002	-57.343	1.6032000000000002	-53.221	1.6032000000000002	-56.863											
1.6033000000000002	-56.807	1.6033000000000002	-58.993	1.6033000000000002	-57.419	1.6033000000000002	-53.277	1.6033000000000002	-56.817											
1.6034000000000002	-56.778	1.6034000000000002	-58.947	1.6034000000000002	-57.428	1.6034000000000002	-53.297	1.6034000000000002	-56.791											
1.6035000000000001	-56.748	1.6035000000000001	-58.96	1.6035000000000001	-57.402	1.6035000000000001	-53.366	1.6035000000000001	-56.801											
1.6036000000000001	-56.814	1.6036000000000001	-59.013	1.6036000000000001	-57.445	1.6036000000000001	-53.323	1.6036000000000001	-56.797											
1.6037000000000001	-56.768	1.6037000000000001	-59.026	1.6037000000000001	-57.386	1.6037000000000001	-53.33	1.6037000000000001	-56.778											
1.6038000000000001	-56.718	1.6038000000000001	-59.072	1.6038000000000001	-57.527	1.6038000000000001	-53.313	1.6038000000000001	-56.778											
1.6039	-56.741	1.6039	-59.075	1.6039	-57.534	1.6039	-53.389	1.6039	-56.797											
1.604	-56.735	1.604	-59.075	1.604	-57.56	1.604	-53.362	1.604	-56.866											
1.6041	-56.755	1.6041	-59.128	1.6041	-57.461	1.6041	-53.376	1.6041	-56.794											
1.6042	-56.689	1.6042	-59.134	1.6042	-57.465	1.6042	-53.382	1.6042	-56.692											
1.6043	-56.676	1.6043	-59.062	1.6043	-57.448	1.6043	-53.431	1.6043	-56.738											
1.6044	-56.672	1.6044	-59.108	1.6044	-57.576	1.6044	-53.454	1.6044	-56.663											
1.6045	-56.636	1.6045	-59.118	1.6045	-57.616	1.6045	-53.372	1.6045	-56.758											
1.6046	-56.567	1.6046	-59.157	1.6046	-57.619	1.6046	-53.408	1.6046	-56.705											
1.6047	-56.551	1.6047	-59.157	1.6047	-57.665	1.6047	-53.477	1.6047	-56.649											
1.6048	-56.508	1.6048	-59.213	1.6048	-57.688	1.6048	-53.431	1.6048	-56.679											
1.6049	-56.58	1.6049	-59.233	1.6049	-57.704	1.6049	-53.458	1.6049	-56.722											
1.605	-56.564	1.605	-59.164	1.605	-57.79	1.605	-53.51	1.605	-56.676											
1.6051	-56.59	1.6051	-59.187	1.6051	-57.787	1.6051	-53.517	1.6051	-56.613											
1.6052000000000002	-56.64	1.6052000000000002	-59.19	1.6052000000000002	-57.846	1.6052000000000002	-53.349	1.6052000000000002	-56.709											
1.6053000000000002	-56.584	1.6053000000000002	-59.256	1.6053000000000002	-57.941	1.6053000000000002	-53.497	1.6053000000000002	-56.686											
1.6054000000000002	-56.613	1.6054000000000002	-59.246	1.6054000000000002	-57.875	1.6054000000000002	-53.553	1.6054000000000002	-56.728											
1.6055000000000001	-56.554	1.6055000000000001	-59.253	1.6055000000000001	-57.984	1.6055000000000001	-53.537	1.6055000000000001	-56.715											
1.6056000000000001	-56.603	1.6056000000000001	-59.253	1.6056000000000001	-58.004	1.6056000000000001	-53.504	1.6056000000000001	-56.784											
1.6057000000000001	-56.538	1.6057000000000001	-59.21	1.6057000000000001	-58.04	1.6057000000000001	-53.52	1.6057000000000001	-56.787											
1.6058000000000001	-56.564	1.6058000000000001	-59.282	1.6058000000000001	-58.079	1.6058000000000001	-53.52	1.6058000000000001	-56.764											
1.6059	-56.58	1.6059	-59.427	1.6059	-58.115	1.6059	-53.445	1.6059	-56.728											
1.606	-56.603	1.606	-59.463	1.606	-58.138	1.606	-53.343	1.606	-56.732											
1.6061	-56.544	1.6061	-59.516	1.6061	-58.145	1.6061	-53.438	1.6061	-56.82											
1.6062	-56.574	1.6062	-59.397	1.6062	-58.165	1.6062	-53.402	1.6062	-56.768											
1.6063	-56.396	1.6063	-59.509	1.6063	-58.198	1.6063	-53.468	1.6063	-56.715											
1.6064	-56.485	1.6064	-59.512	1.6064	-58.359	1.6064	-53.379	1.6064	-56.761											
1.6065	-56.386	1.6065	-59.437	1.6065	-58.286	1.6065	-53.55	1.6065	-56.768											
1.6066	-56.442	1.6066	-59.522	1.6066	-58.382	1.6066	-53.487	1.6066	-56.774											
1.6067	-56.488	1.6067	-59.532	1.6067	-58.398	1.6067	-53.468	1.6067	-56.804											
1.6068	-56.426	1.6068	-59.489	1.6068	-58.424	1.6068	-53.435	1.6068	-56.781											
1.6069	-56.34	1.6069	-59.552	1.6069	-58.46	1.6069	-53.425	1.6069	-56.814											
1.607	-56.35	1.607	-59.571	1.607	-58.53	1.607	-53.435	1.607	-56.791											
1.6071	-56.373	1.6071	-59.548	1.6071	-58.559	1.6071	-53.5	1.6071	-56.817											
1.6072000000000002	-56.377	1.6072000000000002	-59.601	1.6072000000000002	-58.549	1.6072000000000002	-53.395	1.6072000000000002	-56.728											
1.6073000000000002	-56.396	1.6073000000000002	-59.647	1.6073000000000002	-58.615	1.6073000000000002	-53.359	1.6073000000000002	-56.755											
1.6074000000000002	-56.39	1.6074000000000002	-59.726	1.6074000000000002	-58.674	1.6074000000000002	-53.366	1.6074000000000002	-56.666											
1.6075000000000002	-56.321	1.6075000000000002	-59.808	1.6075000000000002	-58.618	1.6075000000000002	-53.408	1.6075000000000002	-56.699											
1.6076000000000001	-56.327	1.6076000000000001	-59.739	1.6076000000000001	-58.671	1.6076000000000001	-53.461	1.6076000000000001	-56.771											
1.6077000000000001	-56.235	1.6077000000000001	-59.792	1.6077000000000001	-58.625	1.6077000000000001	-53.425	1.6077000000000001	-56.682											
1.6078000000000001	-56.285	1.6078000000000001	-59.779	1.6078000000000001	-58.615	1.6078000000000001	-53.438	1.6078000000000001	-56.794											
1.6079	-56.222	1.6079	-59.808	1.6079	-58.75	1.6079	-53.428	1.6079	-56.791											
1.608	-56.12	1.608	-59.9	1.608	-58.76	1.608	-53.356	1.608	-56.787											
1.6081	-56.061	1.6081	-59.877	1.6081	-58.674	1.6081	-53.356	1.6081	-56.636											
1.6082	-56.123	1.6082	-59.867	1.6082	-58.737	1.6082	-53.412	1.6082	-56.705											
1.6083	-56.035	1.6083	-59.946	1.6083	-58.74	1.6083	-53.395	1.6083	-56.85											
1.6084	-56.018	1.6084	-59.884	1.6084	-58.661	1.6084	-53.435	1.6084	-56.745											
1.6085	-56.097	1.6085	-59.933	1.6085	-58.714	1.6085	-53.412	1.6085	-56.758											
1.6086	-56.008	1.6086	-59.857	1.6086	-58.674	1.6086	-53.389	1.6086	-56.758											
1.6087	-55.976	1.6087	-60.002	1.6087	-58.753	1.6087	-53.458	1.6087	-56.676											
1.6088	-56.031	1.6088	-59.992	1.6088	-58.789	1.6088	-53.468	1.6088	-56.616											
1.6089	-55.9	1.6089	-60.042	1.6089	-58.842	1.6089	-53.402	1.6089	-56.524											
1.609	-55.946	1.609	-60.084	1.609	-58.773	1.609	-53.52	1.609	-56.61											
1.6091	-56.018	1.6091	-60.065	1.6091	-58.792	1.6091	-53.504	1.6091	-56.64											
1.6092000000000002	-56.018	1.6092000000000002	-60.094	1.6092000000000002	-58.829	1.6092000000000002	-53.425	1.6092000000000002	-56.656											
1.6093000000000002	-55.887	1.6093000000000002	-60.068	1.6093000000000002	-58.815	1.6093000000000002	-53.445	1.6093000000000002	-56.669											
1.6094000000000002	-55.949	1.6094000000000002	-60.084	1.6094000000000002	-58.796	1.6094000000000002	-53.382	1.6094000000000002	-56.593											
1.6095000000000002	-55.89	1.6095000000000002	-60.12	1.6095000000000002	-58.74	1.6095000000000002	-53.445	1.6095000000000002	-56.64											
1.6096000000000001	-55.923	1.6096000000000001	-60.114	1.6096000000000001	-58.756	1.6096000000000001	-53.382	1.6096000000000001	-56.584											
1.6097000000000001	-56.031	1.6097000000000001	-60.032	1.6097000000000001	-58.806	1.6097000000000001	-53.412	1.6097000000000001	-56.597											
1.6098000000000001	-56.002	1.6098000000000001	-60.065	1.6098000000000001	-58.809	1.6098000000000001	-53.382	1.6098000000000001	-56.557											
1.6099	-55.972	1.6099	-60.107	1.6099	-58.809	1.6099	-53.385	1.6099	-56.505											
1.61	-55.989	1.61	-60.101	1.61	-58.871	1.61	-53.468	1.61	-56.492											
1.6101	-56.022	1.6101	-60.074	1.6101	-58.786	1.6101	-53.533	1.6101	-56.518											
1.6102	-55.995	1.6102	-60.091	1.6102	-58.769	1.6102	-53.556	1.6102	-56.521											
1.6103	-56.018	1.6103	-60.17	1.6103	-58.796	1.6103	-53.54	1.6103	-56.492											
1.6104	-56.002	1.6104	-60.143	1.6104	-58.766	1.6104	-53.543	1.6104	-56.449											
1.6105	-55.995	1.6105	-60.104	1.6105	-58.756	1.6105	-53.497	1.6105	-56.511											
1.6106	-55.992	1.6106	-60.166	1.6106	-58.753	1.6106	-53.504	1.6106	-56.436											
1.6107	-55.956	1.6107	-60.186	1.6107	-58.822	1.6107	-53.53	1.6107	-56.482											
1.6108	-55.883	1.6108	-60.16	1.6108	-58.746	1.6108	-53.546	1.6108	-56.485											
1.6109	-55.953	1.6109	-60.199	1.6109	-58.746	1.6109	-53.477	1.6109	-56.482											
1.611	-55.949	1.611	-60.114	1.611	-58.796	1.611	-53.435	1.611	-56.472											
1.6111	-56.031	1.6111	-60.124	1.6111	-58.789	1.6111	-53.431	1.6111	-56.465											
1.6112000000000002	-55.959	1.6112000000000002	-60.16	1.6112000000000002	-58.74	1.6112000000000002	-53.405	1.6112000000000002	-56.324											
1.6113000000000002	-55.936	1.6113000000000002	-60.061	1.6113000000000002	-58.773	1.6113000000000002	-53.54	1.6113000000000002	-56.367											
1.6114000000000002	-55.877	1.6114000000000002	-60.199	1.6114000000000002	-58.806	1.6114000000000002	-53.474	1.6114000000000002	-56.311											
1.6115000000000002	-55.788	1.6115000000000002	-60.104	1.6115000000000002	-58.733	1.6115000000000002	-53.445	1.6115000000000002	-56.304											
1.6116000000000001	-55.897	1.6116000000000001	-60.124	1.6116000000000001	-58.727	1.6116000000000001	-53.395	1.6116000000000001	-56.324											
1.6117000000000001	-55.837	1.6117000000000001	-60.094	1.6117000000000001	-58.796	1.6117000000000001	-53.385	1.6117000000000001	-56.252											
1.6118000000000001	-55.834	1.6118000000000001	-60.055	1.6118000000000001	-58.763	1.6118000000000001	-53.27	1.6118000000000001	-56.153											
1.6119	-55.782	1.6119	-60.111	1.6119	-58.783	1.6119	-53.228	1.6119	-56.189											
1.612	-55.765	1.612	-60.002	1.612	-58.838	1.612	-53.139	1.612	-56.097											
1.6121	-55.831	1.6121	-60.094	1.6121	-58.904	1.6121	-53.182	1.6121	-56.104											
1.6122	-55.722	1.6122	-59.93	1.6122	-58.756	1.6122	-53.063	1.6122	-56.028											
1.6123	-55.745	1.6123	-60.045	1.6123	-58.891	1.6123	-53.109	1.6123	-56.012											
1.6124	-55.732	1.6124	-60.163	1.6124	-58.832	1.6124	-53.001	1.6124	-55.943											
1.6125	-55.663	1.6125	-60.107	1.6125	-58.901	1.6125	-53.044	1.6125	-55.959											
1.6126	-55.525	1.6126	-60.111	1.6126	-58.973	1.6126	-53.04	1.6126	-55.913											
1.6127	-55.611	1.6127	-60.153	1.6127	-58.947	1.6127	-52.935	1.6127	-55.91											
1.6128	-55.522	1.6128	-60.107	1.6128	-58.96	1.6128	-52.833	1.6128	-55.831											
1.6129	-55.512	1.6129	-60.084	1.6129	-58.95	1.6129	-52.902	1.6129	-55.854											
1.613	-55.565	1.613	-60.153	1.613	-59.032	1.613	-52.846	1.613	-55.713											
1.6131	-55.561	1.6131	-60.189	1.6131	-59.059	1.6131	-52.899	1.6131	-55.663											
1.6132	-55.538	1.6132	-60.216	1.6132	-59.088	1.6132	-52.902	1.6132	-55.65											
1.6133000000000002	-55.473	1.6133000000000002	-60.193	1.6133000000000002	-59.016	1.6133000000000002	-52.869	1.6133000000000002	-55.614											
1.6134000000000002	-55.407	1.6134000000000002	-60.042	1.6134000000000002	-59.059	1.6134000000000002	-52.807	1.6134000000000002	-55.644											
1.6135000000000002	-55.473	1.6135000000000002	-60.15	1.6135000000000002	-58.996	1.6135000000000002	-52.738	1.6135000000000002	-55.604											
1.6136000000000001	-55.443	1.6136000000000001	-60.17	1.6136000000000001	-58.983	1.6136000000000001	-52.781	1.6136000000000001	-55.614											
1.6137000000000001	-55.387	1.6137000000000001	-60.058	1.6137000000000001	-59.115	1.6137000000000001	-52.738	1.6137000000000001	-55.594											
1.6138000000000001	-55.374	1.6138000000000001	-60.101	1.6138000000000001	-59.0	1.6138000000000001	-52.652	1.6138000000000001	-55.575											
1.6139000000000001	-55.436	1.6139000000000001	-60.088	1.6139000000000001	-58.947	1.6139000000000001	-52.603	1.6139000000000001	-55.63											
1.614	-55.459	1.614	-60.091	1.614	-59.032	1.614	-52.56	1.614	-55.505											
1.6141	-55.502	1.6141	-60.127	1.6141	-58.993	1.6141	-52.57	1.6141	-55.532											
1.6142	-55.548	1.6142	-60.101	1.6142	-59.049	1.6142	-52.58	1.6142	-55.529											
1.6143	-55.44	1.6143	-60.176	1.6143	-59.098	1.6143	-52.488	1.6143	-55.525											
1.6144	-55.489	1.6144	-60.111	1.6144	-59.069	1.6144	-52.403	1.6144	-55.542											
1.6145	-55.538	1.6145	-60.199	1.6145	-59.039	1.6145	-52.458	1.6145	-55.496											
1.6146	-55.45	1.6146	-60.18	1.6146	-58.934	1.6146	-52.393	1.6146	-55.591											
1.6147	-55.552	1.6147	-60.084	1.6147	-58.94	1.6147	-52.409	1.6147	-55.552											
1.6148	-55.598	1.6148	-60.163	1.6148	-58.937	1.6148	-52.347	1.6148	-55.617											
1.6149	-55.627	1.6149	-60.127	1.6149	-58.95	1.6149	-52.396	1.6149	-55.598											
1.615	-55.716	1.615	-60.137	1.615	-58.95	1.615	-52.366	1.615	-55.476											
1.6151	-55.667	1.6151	-60.196	1.6151	-58.957	1.6151	-52.311	1.6151	-55.499											
1.6152	-55.719	1.6152	-60.189	1.6152	-59.029	1.6152	-52.334	1.6152	-55.522											
1.6153000000000002	-55.644	1.6153000000000002	-60.209	1.6153000000000002	-59.059	1.6153000000000002	-52.314	1.6153000000000002	-55.469											
1.6154000000000002	-55.713	1.6154000000000002	-60.196	1.6154000000000002	-59.147	1.6154000000000002	-52.386	1.6154000000000002	-55.512											
1.6155000000000002	-55.752	1.6155000000000002	-60.229	1.6155000000000002	-59.128	1.6155000000000002	-52.353	1.6155000000000002	-55.446											
1.6156000000000001	-55.716	1.6156000000000001	-60.166	1.6156000000000001	-59.144	1.6156000000000001	-52.34	1.6156000000000001	-55.489											
1.6157000000000001	-55.667	1.6157000000000001	-60.15	1.6157000000000001	-59.075	1.6157000000000001	-52.337	1.6157000000000001	-55.545											
1.6158000000000001	-55.729	1.6158000000000001	-60.117	1.6158000000000001	-59.111	1.6158000000000001	-52.429	1.6158000000000001	-55.423											
1.6159000000000001	-55.686	1.6159000000000001	-60.094	1.6159000000000001	-59.121	1.6159000000000001	-52.419	1.6159000000000001	-55.502											
1.616	-55.736	1.616	-60.068	1.616	-59.049	1.616	-52.366	1.616	-55.394											
1.6161	-55.673	1.6161	-60.104	1.6161	-59.039	1.6161	-52.357	1.6161	-55.459											
1.6162	-55.699	1.6162	-60.12	1.6162	-59.098	1.6162	-52.422	1.6162	-55.505											
1.6163	-55.729	1.6163	-60.173	1.6163	-59.032	1.6163	-52.386	1.6163	-55.545											
1.6164	-55.667	1.6164	-60.18	1.6164	-59.042	1.6164	-52.37	1.6164	-55.492											
1.6165	-55.66	1.6165	-60.245	1.6165	-59.009	1.6165	-52.399	1.6165	-55.476											
1.6166	-55.742	1.6166	-60.245	1.6166	-58.98	1.6166	-52.35	1.6166	-55.489											
1.6167	-55.683	1.6167	-60.249	1.6167	-59.003	1.6167	-52.412	1.6167	-55.466											
1.6168	-55.696	1.6168	-60.209	1.6168	-59.032	1.6168	-52.337	1.6168	-55.463											
1.6169	-55.739	1.6169	-60.298	1.6169	-58.996	1.6169	-52.376	1.6169	-55.515											
1.617	-55.676	1.617	-60.295	1.617	-58.993	1.617	-52.383	1.617	-55.482											
1.6171	-55.676	1.6171	-60.232	1.6171	-59.019	1.6171	-52.439	1.6171	-55.499											
1.6172	-55.644	1.6172	-60.321	1.6172	-58.967	1.6172	-52.412	1.6172	-55.453											
1.6173000000000002	-55.683	1.6173000000000002	-60.327	1.6173000000000002	-59.026	1.6173000000000002	-52.458	1.6173000000000002	-55.433											
1.6174000000000002	-55.726	1.6174000000000002	-60.406	1.6174000000000002	-58.954	1.6174000000000002	-52.445	1.6174000000000002	-55.39											
1.6175000000000002	-55.772	1.6175000000000002	-60.321	1.6175000000000002	-58.934	1.6175000000000002	-52.495	1.6175000000000002	-55.469											
1.6176000000000001	-55.772	1.6176000000000001	-60.357	1.6176000000000001	-58.911	1.6176000000000001	-52.419	1.6176000000000001	-55.486											
1.6177000000000001	-55.795	1.6177000000000001	-60.347	1.6177000000000001	-59.0	1.6177000000000001	-52.521	1.6177000000000001	-55.479											
1.6178000000000001	-55.877	1.6178000000000001	-60.383	1.6178000000000001	-58.914	1.6178000000000001	-52.488	1.6178000000000001	-55.463											
1.6179000000000001	-55.801	1.6179000000000001	-60.429	1.6179000000000001	-58.894	1.6179000000000001	-52.475	1.6179000000000001	-55.42											
1.618	-55.801	1.618	-60.436	1.618	-58.875	1.618	-52.501	1.618	-55.361											
1.6181	-55.798	1.6181	-60.443	1.6181	-58.888	1.6181	-52.505	1.6181	-55.44											
1.6182	-55.854	1.6182	-60.439	1.6182	-58.904	1.6182	-52.458	1.6182	-55.476											
1.6183	-55.841	1.6183	-60.403	1.6183	-58.963	1.6183	-52.399	1.6183	-55.387											
1.6184	-55.9	1.6184	-60.39	1.6184	-58.954	1.6184	-52.432	1.6184	-55.397											
1.6185	-55.854	1.6185	-60.456	1.6185	-58.908	1.6185	-52.376	1.6185	-55.43											
1.6186	-55.913	1.6186	-60.518	1.6186	-59.055	1.6186	-52.396	1.6186	-55.502											
1.6187	-55.782	1.6187	-60.456	1.6187	-58.983	1.6187	-52.458	1.6187	-55.502											
1.6188	-55.887	1.6188	-60.518	1.6188	-58.934	1.6188	-52.452	1.6188	-55.505											
1.6189	-55.926	1.6189	-60.518	1.6189	-59.069	1.6189	-52.416	1.6189	-55.515											
1.619	-55.854	1.619	-60.449	1.619	-59.023	1.619	-52.396	1.619	-55.555											
1.6191	-55.821	1.6191	-60.512	1.6191	-59.036	1.6191	-52.521	1.6191	-55.502											
1.6192	-55.844	1.6192	-60.633	1.6192	-59.042	1.6192	-52.521	1.6192	-55.552											
1.6193000000000002	-55.851	1.6193000000000002	-60.581	1.6193000000000002	-59.023	1.6193000000000002	-52.485	1.6193000000000002	-55.433											
1.6194000000000002	-55.939	1.6194000000000002	-60.673	1.6194000000000002	-59.085	1.6194000000000002	-52.409	1.6194000000000002	-55.496											
1.6195000000000002	-55.939	1.6195000000000002	-60.646	1.6195000000000002	-59.039	1.6195000000000002	-52.445	1.6195000000000002	-55.522											
1.6196000000000002	-55.916	1.6196000000000002	-60.656	1.6196000000000002	-58.977	1.6196000000000002	-52.366	1.6196000000000002	-55.66											
1.6197000000000001	-55.962	1.6197000000000001	-60.742	1.6197000000000001	-59.023	1.6197000000000001	-52.389	1.6197000000000001	-55.558											
1.6198000000000001	-55.907	1.6198000000000001	-60.722	1.6198000000000001	-58.963	1.6198000000000001	-52.301	1.6198000000000001	-55.624											
1.6199000000000001	-55.903	1.6199000000000001	-60.751	1.6199000000000001	-58.96	1.6199000000000001	-52.304	1.6199000000000001	-55.591											
1.62	-55.976	1.62	-60.821	1.62	-58.95	1.62	-52.442	1.62	-55.644											
1.6201	-55.976	1.6201	-60.811	1.6201	-58.957	1.6201	-52.458	1.6201	-55.575											
1.6202	-55.9	1.6202	-60.788	1.6202	-59.023	1.6202	-52.426	1.6202	-55.716											
1.6203	-55.943	1.6203	-60.788	1.6203	-59.013	1.6203	-52.488	1.6203	-55.709											
1.6204	-56.051	1.6204	-60.886	1.6204	-59.016	1.6204	-52.587	1.6204	-55.558											
1.6205	-55.9	1.6205	-60.998	1.6205	-58.986	1.6205	-52.452	1.6205	-55.601											
1.6206	-56.002	1.6206	-60.991	1.6206	-58.963	1.6206	-52.429	1.6206	-55.634											
1.6207	-55.989	1.6207	-60.991	1.6207	-58.94	1.6207	-52.501	1.6207	-55.548											
1.6208	-55.953	1.6208	-61.008	1.6208	-58.878	1.6208	-52.409	1.6208	-55.581											
1.6209	-56.068	1.6209	-61.051	1.6209	-58.963	1.6209	-52.491	1.6209	-55.644											
1.621	-55.969	1.621	-61.044	1.621	-58.921	1.621	-52.432	1.621	-55.578											
1.6211	-55.926	1.6211	-61.037	1.6211	-58.94	1.6211	-52.61	1.6211	-55.575											
1.6212	-55.976	1.6212	-61.06	1.6212	-58.917	1.6212	-52.587	1.6212	-55.647											
1.6213000000000002	-55.972	1.6213000000000002	-61.021	1.6213000000000002	-58.934	1.6213000000000002	-52.58	1.6213000000000002	-55.581											
1.6214000000000002	-56.012	1.6214000000000002	-61.087	1.6214000000000002	-58.963	1.6214000000000002	-52.59	1.6214000000000002	-55.545											
1.6215000000000002	-56.038	1.6215000000000002	-61.113	1.6215000000000002	-58.96	1.6215000000000002	-52.57	1.6215000000000002	-55.571											
1.6216000000000002	-56.028	1.6216000000000002	-61.133	1.6216000000000002	-58.898	1.6216000000000002	-52.567	1.6216000000000002	-55.525											
1.6217000000000001	-56.028	1.6217000000000001	-61.225	1.6217000000000001	-58.97	1.6217000000000001	-52.577	1.6217000000000001	-55.578											
1.6218000000000001	-56.002	1.6218000000000001	-61.268	1.6218000000000001	-58.927	1.6218000000000001	-52.643	1.6218000000000001	-55.65											
1.6219000000000001	-56.028	1.6219000000000001	-61.294	1.6219000000000001	-58.835	1.6219000000000001	-52.57	1.6219000000000001	-55.67											
